# onset_abs=1762214098.718567,offset_abs=1762214100.668381,duration_s=1.949814,session_dir=session_20251103_175236,subject=stroke(S)
trial_id,subject,rep_idx,t_rel,t_abs,Right_shoulder_elevation_degree,Right_shoulder_elevation_torque_nm,Right_shoulder_protraction_degree,Right_shoulder_protraction_torque_nm,Right_shoulder_abduction_degree,Right_shoulder_abduction_torque_nm,Right_shoulder_rotation_degree,Right_shoulder_rotation_torque_nm,Right_shoulder_flexion_degree,Right_shoulder_flexion_torque_nm,Right_elbow_flexion_degree,Right_elbow_flexion_torque_nm,Right_wrist_pronation_degree,Right_wrist_pronation_torque_nm,Left_shoulder_elevation_degree,Left_shoulder_elevation_torque_nm,Left_shoulder_protraction_degree,Left_shoulder_protraction_torque_nm,Left_shoulder_abduction_degree,Left_shoulder_abduction_torque_nm,Left_shoulder_rotation_degree,Left_shoulder_rotation_torque_nm,Left_shoulder_flexion_degree,Left_shoulder_flexion_torque_nm,Left_elbow_flexion_degree,Left_elbow_flexion_torque_nm,Left_wrist_pronation_degree,Left_wrist_pronation_torque_nm
10,S,2,0.002137,1762214098.720704,0.031860362590570006,22.910276412963867,-4.003602617798745,-0.05117974430322647,-13.881047932451963,-5.95846700668335,59.067285326743125,-1.5792745351791382,30.207471801781654,2.6640398502349854,-33.542032818603516,-1.9396358728408813,-19.102042985755205,-0.022580131888389587,-2.9926768428884447,-29.95232391357422,-0.06811525979228318,2.3415980339050293,0.954529202933237,10.586346626281738,-55.125387086856364,3.705840587615967,-58.12648790388107,-6.660431385040283,4.9875770969375965,2.5799949169158936,72.03206817705632,0.1845291554927826
10,S,2,0.006795,1762214098.725362,0.032775891746243,22.910276412963867,-4.000123488946259,-0.09352538734674454,-13.881230640077591,-5.948003768920898,59.04549701550007,-1.5897032022476196,30.233105510902405,2.6325957775115967,-33.552909898746016,-1.8788847923278809,-19.160164501279592,-0.0053073689341545105,-2.9926768428884447,-29.933012008666992,-0.06793215196011589,2.3516409397125244,0.954529202933237,10.576021194458008,-55.125202671682835,3.69586181640625,-58.12648790388107,-6.631057262420654,4.9875770969375965,2.548663377761841,72.03206817705632,0.17589277029037476
10,S,2,0.011143,1762214098.729710,0.03350831306974869,22.8597354888916,-3.9960953834429382,-0.08293897658586502,-13.881596909102797,-5.968929290771484,59.020956137037274,-1.5688456296920776,30.261484957051277,2.6430773735046387,-33.57118407640457,-1.7978835105895996,-19.216867044496535,-0.02751520648598671,-2.9926768428884447,-29.933012008666992,-0.06774905079805758,2.3215129375457764,0.954529202933237,10.606998443603516,-55.125202671682835,3.685882568359375,-58.12648790388107,-6.670222282409668,4.9875770969375965,2.5799949169158936,72.03206817705632,0.17712655663490295
10,S,2,0.016952,1762214098.735519,0.03460694672253448,22.839521408081055,-3.9906022018387914,-0.13587099313735962,-13.881780470502376,-5.979392051696777,58.99532242791653,-1.5584166049957275,30.293163385748862,2.695484161376953,-33.59685535157919,-1.7675081491470337,-19.26931779343486,-0.02751520648598671,-2.9926768428884447,-29.904043197631836,-0.06756594296589027,2.3616833686828613,0.954529202933237,10.617323875427246,-55.125202671682835,3.69586181640625,-58.12648790388107,-6.640848159790039,4.9875770969375965,2.548663377761841,72.03206817705632,0.17589277029037476
10,S,2,0.021622,1762214098.740189,0.036987318525218874,22.79908561706543,-3.9840102131590247,-0.19938944280147552,-13.881780470502376,-6.010779857635498,58.96511249041557,-1.5584166049957275,30.326122475373744,2.705965757369995,-33.62949000710249,-1.7675081491470337,-19.31609948333502,-0.0472555086016655,-2.992859977401048,-29.923355102539062,-0.06756594296589027,2.3616833686828613,0.9543460684206336,10.586346626281738,-55.125202671682835,3.69586181640625,-58.126119073534014,-6.670222282409668,4.9875770969375965,2.5695509910583496,72.03206817705632,0.17589277029037476
10,S,2,0.025769,1762214098.744336,0.03973390265718335,22.8597354888916,-3.9746720605641603,-0.3158400356769562,-13.881230640077591,-6.084018707275391,58.931965570521356,-1.318551778793335,30.359812395501137,2.7898170948028564,-33.67169376107454,-1.7472577095031738,-19.35579143434167,-0.013943756930530071,-2.992859977401048,-29.913700103759766,-0.06756594296589027,2.3415980339050293,0.9543460684206336,10.64830207824707,-55.125202671682835,3.69586181640625,-58.12593465836048,-6.709388256072998,4.9875770969375965,2.5904390811920166,72.03206817705632,0.17219148576259613
10,S,2,0.031528,1762214098.750095,0.04119874530419475,22.849628448486328,-3.9629531593054534,-0.3370128571987152,-13.880498102027177,-6.146794319152832,58.894795667767525,-1.2768360376358032,30.397532128679753,2.7478911876678467,-33.7182483471036,-1.686506986618042,-19.39264885582924,0.02183554507791996,-2.9926768428884447,-29.942668914794922,-0.06756594296589027,2.3717260360717773,0.9539799061171711,10.637975692749023,-55.125202671682835,3.705840587615967,-58.12593465836048,-6.728970527648926,4.9875770969375965,2.5799949169158936,72.03206817705632,0.17465901374816895
10,S,2,0.036148,1762214098.754715,0.041931169962754936,22.86984634399414,-3.948121825106442,-0.41111767292022705,-13.879582856351137,-6.230495452880859,58.8504882147789,-1.1829758882522583,30.43104104872942,2.705965757369995,-33.77611714553833,-1.6055055856704712,-19.43234080683589,-0.00037229369627311826,-2.9926768428884447,-29.971635818481445,-0.06756594296589027,2.3616833686828613,0.9539799061171711,10.617323875427246,-55.125387086856364,3.7457563877105713,-58.125757073378566,-6.699596881866455,4.9875770969375965,2.5799949169158936,72.03206817705632,0.16972394287586212
10,S,2,0.042118,1762214098.760685,0.04211427445986774,22.8597354888916,-3.930177204193175,-0.47463613748550415,-13.87811778025031,-6.293272018432617,58.80141328804493,-1.0891157388687134,30.470775688433648,2.8002984523773193,-33.84268760808706,-1.6257559061050415,-19.472034465390443,0.020601769909262657,-2.9926768428884447,-29.95232391357422,-0.06756594296589027,2.3616833686828613,0.9543460684206336,10.658626556396484,-55.12557150202989,3.755735158920288,-58.125757073378566,-6.719179153442383,4.9875770969375965,2.5591068267822266,72.03206817705632,0.16972394287586212
10,S,2,0.048885,1762214098.767452,0.04211427445986774,22.849628448486328,-3.9085707468017934,-0.4322904944419861,-13.875554750847817,-6.366510391235352,58.74391673505306,-1.1725469827651978,30.512340819489957,2.7478911876678467,-33.918830584180355,-1.6055055856704712,-19.521648977261783,-0.02628144435584545,-2.9924939218193294,-29.971635818481445,-0.06756594296589027,2.3817687034606934,0.9541629339080304,10.586346626281738,-55.12557150202989,3.765713930130005,-58.125757073378566,-6.728970527648926,4.9875770969375965,2.5904390811920166,72.03206817705632,0.17095769941806793
